User_ID,User_Name,Platform,Date,State,Region,Content_ID,Followers,Views,Likes,Shares,Comments,Revenue_Source,Revenue
USR0G6ECM,John Davis,Twitter/X,2021,Delaware,Central,CNT6NY7FC,3539046,1029477,645015,497496,135386,Patreon,278286
USRF0OWVJ,Michael Martinez,Facebook,2022,North Dakota,Central,CNTD2I13P,2077973,2591161,1571276,203247,3386,Collaboration,234154
USR9NPEL9,David Martinez,Snapchat,2024,Maine,East,CNTD9O3HV,1470849,2185683,199877,80401,82108,Consultancy,275913
USRUZ8M8L,Jane Davis,Twitter/X,2021,Illinois,Central,CNTDCJWX7,1069541,877999,1439776,27968,38291,Consultancy,494322
USRMYES7D,Alex Williams,Snapchat,2022,Washington,North,CNTJHFLR2,4891782,783129,42398,370472,83240,Collaboration,193396
USRK9J9EF,David Wilson,Snapchat,2021,Nebraska,West,CNTM2L2M2,3720612,8812890,702318,10246,104630,Sponsorship,237568
USRRQ96OZ,Laura Davis,YouTube,2022,Idaho,South,CNTD066V9,2957662,2346042,1485456,281586,99936,Consultancy,220718
USR587DHK,Chris Jones,Facebook,2021,Connecticut,East,CNTE4DVHD,456783,502398,365645,100078,9244,Consultancy,236404
USRP15UW2,Laura Williams,Facebook,2024,Illinois,South,CNTBMRWLT,2549746,3201685,235558,391468,187105,Collaboration,293708
USRS2II6Y,Michael Miller,Instagram,2023,Oklahoma,North,CNTS4JASS,371702,4795204,255612,95816,140624,Sponsorship,156355
USRS98OWE,David Garcia,Twitter/X,2023,North Carolina,South,CNT4V1PX8,3005485,9660458,1343593,499462,108879,Patreon,23653
USRG3PP8V,David Garcia,Facebook,2022,Florida,North,CNTPBUPOD,2765290,6273807,312989,325112,109430,Guest Appearance,57624
USRE4YAZ1,Chris Brown,Instagram,2021,Maine,North,CNTGFXSIM,3895955,4014084,209041,363977,38012,Consultancy,222283
USRCREQWB,Chris Johnson,YouTube,2023,Washington,North,CNTLN3II4,2008656,588209,115388,387146,34129,Collaboration,81857
USR1FS82K,Chris Garcia,Snapchat,2021,New Hampshire,West,CNTSX8832,2232113,3748504,1515982,490703,72011,Consultancy,83447
USR9VEXHV,Emma Johnson,Snapchat,2020,New York,West,CNTJVF1ID,515849,1849576,1305546,491278,73268,Patreon,31132
USR9D5GDV,David Johnson,Snapchat,2020,California,South,CNTN809I6,4010512,9159058,591533,13884,60167,Guest Appearance,459157
USROMX72W,Jane Brown,YouTube,2023,California,South,CNTRWIBR7,573389,7013489,1131248,475632,141857,Sponsorship,172264
USR4YLVHA,Laura Wilson,Twitter/X,2020,Massachusetts,North,CNTQC9Z6J,823935,7781207,1720820,240957,20004,Collaboration,67852
USRXSAAL9,Jane Davis,Instagram,2023,Kansas,East,CNTX8GWA1,445258,6266177,721845,424532,177212,Consultancy,447434
USRLIW7F9,Sarah Jones,Twitter/X,2023,Virginia,West,CNTQS8NAA,2001287,6764285,1660742,16759,92018,Guest Appearance,308210
USR9BVTII,Jane Williams,Facebook,2021,North Carolina,North,CNTQJT2F2,992323,5779722,1769737,21940,18295,Consultancy,487336
USRQXZ37W,Alex Brown,Twitter/X,2020,West Virginia,West,CNT1DRFZA,1252873,5659958,486506,472797,147299,Sponsorship,186831
USRX6SJ4T,David Brown,Twitter/X,2020,Wisconsin,East,CNT2CF9BZ,289467,5345454,485098,26233,43661,Sponsorship,17923
USR6PWNZS,David Davis,Twitter/X,2021,Montana,South,CNTZEGU5D,1009731,3051146,1915212,197957,123850,Patreon,273957
USRAXEY7C,Sarah Garcia,Twitter/X,2022,Utah,Central,CNTW2LN1Q,3873611,5113336,1759999,327723,2230,Guest Appearance,119413
USRGRGLDO,Laura Miller,YouTube,2022,Oklahoma,West,CNTR2ZRV4,1546432,6298392,195818,429023,164930,Consultancy,339403
USRHE69PS,Emma Johnson,Instagram,2022,Kentucky,East,CNTIREMB9,1557815,6610868,1264472,463001,123757,Patreon,138967
USR755VS0,Laura Williams,YouTube,2020,North Carolina,South,CNTQJZ4G1,76716,2600333,734906,116374,115577,Collaboration,352820
USR8JX91J,Chris Wilson,Instagram,2024,Connecticut,North,CNTDAMQ5A,1190279,5789608,1780442,90701,177612,Consultancy,214207
USRHIPNQU,David Miller,Snapchat,2021,Iowa,West,CNTAVK9F2,3653693,1062023,1945951,47525,23172,Collaboration,20720
USR3GN7VH,Sarah Johnson,Snapchat,2024,Connecticut,West,CNTAKPOI5,4172151,3860509,926449,182269,192284,Collaboration,28031
USRRFK0VS,Emily Wilson,YouTube,2023,Oklahoma,Central,CNTHKCJOT,1985122,2578284,1081964,483331,30569,Consultancy,356890
USRFLBDND,Laura Davis,Facebook,2023,Arkansas,North,CNTX2WIIR,3766249,8751134,1930582,487944,178722,Sponsorship,334764
USRJAVXAU,John Wilson,YouTube,2020,Michigan,Central,CNTGHYXF8,338460,7103551,922839,147274,63058,Collaboration,163613
USRKU187A,Laura Davis,Twitter/X,2020,Tennessee,North,CNTCEV32H,2550621,39478,1080467,8847,24789,Sponsorship,348208
USRKKBEEV,Jane Miller,Instagram,2020,Arizona,Central,CNTAH4AJ1,1661105,4611783,693293,9767,140138,Patreon,380323
USR3S46PQ,Jane Williams,YouTube,2020,Colorado,North,CNTXO2CKQ,4400498,5469668,41380,185895,12267,Consultancy,120636
USREL240S,John Miller,Instagram,2023,Alaska,East,CNT0OF7RK,2195361,7476421,625677,472914,180510,Patreon,69709
USRRS6ZOY,Michael Martinez,Twitter/X,2022,Alaska,South,CNTEOM9WQ,4120589,5110025,1236005,311330,63718,Consultancy,147446
USRT6DTP6,Chris Wilson,Snapchat,2022,Maine,North,CNTQC91PZ,4841540,6302904,1826616,379107,58775,Consultancy,133033
USR3L5S21,Chris Martinez,YouTube,2023,Illinois,South,CNTS71O2G,505923,3580754,135446,295307,1024,Patreon,105086
USRTBSRT9,Emma Johnson,Instagram,2021,Colorado,West,CNTI3XZN4,3243021,8826779,76723,149001,183868,Patreon,203685
USRYS15Q4,Emily Johnson,Facebook,2022,New Jersey,North,CNTEI2UCM,4158927,3043323,201856,369744,62321,Guest Appearance,182133
USRAQI80A,Jane Miller,Facebook,2024,South Carolina,Central,CNTJK6KCL,2451506,7417725,1786025,132209,85086,Collaboration,379235
USRB4CDUF,Jane Jones,Twitter/X,2020,Florida,East,CNTEHYK39,3193139,7569218,892138,51345,37869,Consultancy,41299
USRX5EOON,David Jones,Twitter/X,2020,Illinois,West,CNTOPMUJV,649596,935280,644843,17804,195471,Guest Appearance,34880
USRTRYAB4,John Williams,Snapchat,2023,South Carolina,North,CNTSTF8W0,3552495,8906209,987111,253868,3517,Guest Appearance,127430
USR6CXAN1,Emma Williams,YouTube,2021,Oklahoma,Central,CNTG7PDJE,3208194,8845159,297036,241278,76174,Consultancy,20735
USRWLNFWB,Emily Wilson,Instagram,2020,Maine,West,CNTO78KV7,132857,48329,1137701,327783,59430,Guest Appearance,437960
USRIRYB9W,Jane Williams,YouTube,2024,Montana,East,CNTVP0PHH,2955416,3157184,1649487,78560,11266,Consultancy,320789
USRFTY015,Sarah Brown,Snapchat,2022,Nebraska,East,CNTK7VLXA,607586,9656923,1469936,77898,24888,Collaboration,287048
USR371A86,Chris Smith,Facebook,2020,Texas,Central,CNTIEIFSS,2848900,7934212,1318841,110077,185801,Patreon,446440
USRK0UCSE,Emma Davis,YouTube,2020,Wisconsin,Central,CNTBDPT9O,3076541,4489895,1091584,472011,198977,Guest Appearance,324661
USRLTR9ZK,Laura Williams,YouTube,2020,Ohio,West,CNT9IL6U3,1779116,8236085,694361,233498,78974,Sponsorship,242069
USRF3Q34X,Michael Miller,Twitter/X,2022,Iowa,Central,CNT0RWD0J,3124576,3416310,1721202,265849,144314,Guest Appearance,279554
USR0CJL2J,Chris Johnson,Twitter/X,2024,Kentucky,North,CNTVVBEHA,2299194,5934288,1005987,392548,60302,Consultancy,426380
USRPE4HEY,Alex Martinez,Twitter/X,2020,Wyoming,West,CNTAORQRW,1706418,948601,899674,461540,173267,Collaboration,208156
USR7LWNBO,John Martinez,Snapchat,2021,Delaware,North,CNTFZ29KQ,4808359,4420461,1562921,358724,174216,Patreon,366577
USRHS854K,Alex Wilson,Instagram,2020,Utah,West,CNT8B0CII,1724785,7773047,45758,192032,100423,Patreon,495304
USR6U7PNC,John Garcia,Instagram,2023,Ohio,North,CNTTKTAFP,96019,4951236,294865,390800,136402,Patreon,316473
USRCLW0JW,John Martinez,YouTube,2022,Mississippi,West,CNTYMSVAU,3322967,344327,250186,487229,79401,Sponsorship,452803
USRIBOBL9,Alex Jones,YouTube,2022,Nevada,South,CNTJ6B2F0,616307,7131626,1003783,399769,21901,Consultancy,410605
USRBQ0QJK,Michael Jones,Facebook,2023,Idaho,East,CNTZ87NN8,4883185,9461241,1912986,116757,100373,Collaboration,447264
USRSGK45D,Sarah Smith,YouTube,2022,North Dakota,East,CNTBFP58F,2457966,6615320,684873,196695,112736,Sponsorship,73681
USRART17A,Emma Brown,Twitter/X,2024,Georgia,Central,CNTNBOQQ3,2194154,6014742,1451937,341591,186307,Guest Appearance,109613
USRZHD0F0,Michael Johnson,YouTube,2022,Minnesota,Central,CNT9N2MJS,1974402,888819,87374,215397,7424,Collaboration,91187
USRAQZLLU,Jane Martinez,Facebook,2024,Maine,East,CNT635Q45,674616,3792739,474148,25981,111589,Patreon,50158
USR5VD39P,John Garcia,YouTube,2021,North Carolina,East,CNT1D09B5,548670,8755700,916120,243570,155303,Sponsorship,259022
USRR8N124,David Johnson,Snapchat,2023,Missouri,West,CNT9QDK97,1109476,1136726,679895,321391,88235,Guest Appearance,410169
USRSKYN50,Chris Brown,Facebook,2022,New Jersey,East,CNTU1XK6U,1053638,3163585,742111,349038,151660,Collaboration,377615
USRC31CAA,Alex Brown,Facebook,2023,New Jersey,South,CNT9BMLUO,1351729,7026607,1589243,464243,140206,Collaboration,180640
USR4L14YF,Michael Johnson,Facebook,2022,Ohio,Central,CNTPOZPYT,1327587,3071237,552214,249659,81554,Consultancy,400827
USRA2FM7L,Michael Wilson,Snapchat,2024,Maryland,Central,CNT7XA0KA,4960170,8104977,1473062,211597,171285,Collaboration,412139
USRHK393Z,Michael Wilson,Instagram,2021,North Carolina,South,CNTKGIWOH,4816936,1335860,1225148,467579,93485,Consultancy,420841
USRI4BN77,Sarah Martinez,Instagram,2022,Maine,South,CNT29PNAP,2272636,683293,578234,372025,68005,Guest Appearance,96231
USRUO8YVT,Laura Smith,Facebook,2024,Arizona,West,CNTBO8DH6,3823753,1308723,90228,283549,154768,Consultancy,302708
USREIXK5E,Emma Garcia,Twitter/X,2023,Washington,Central,CNTU6AJ8C,3388874,3309687,1723716,4470,108370,Consultancy,281796
USRJC0XQ1,Michael Williams,Facebook,2020,Utah,Central,CNT4300HX,4161271,6797911,648719,177281,190673,Collaboration,48224
USR2EA0CQ,Laura Miller,Instagram,2024,Texas,South,CNT7SVE53,1603466,5995749,106651,262114,9018,Collaboration,402704
USRCX7UZF,Alex Wilson,Facebook,2022,Kentucky,South,CNTJKQ1VL,2017544,4499927,45904,110052,152860,Collaboration,372924
USRGEN67O,Emily Martinez,Instagram,2021,Oklahoma,West,CNT6P9IS3,1052831,7541607,655692,54618,33087,Guest Appearance,431036
USRCK9EES,Sarah Jones,YouTube,2022,Arkansas,Central,CNT7F760M,4754416,3655970,1276799,74789,139274,Collaboration,174826
USR5ZHCXR,Michael Martinez,Facebook,2023,South Dakota,South,CNTK5UXW7,2187629,8846801,1750073,204921,52738,Consultancy,181651
USRD768FN,Sarah Brown,Instagram,2024,Ohio,Central,CNT24PUZI,233719,1358488,1779309,205209,95629,Consultancy,260303
USRSNR68N,Michael Wilson,Instagram,2024,North Dakota,East,CNT2PDS98,842709,5783420,1597436,481903,173330,Sponsorship,367275
USRBW98E5,Jane Johnson,Facebook,2023,North Carolina,East,CNT80L5SL,304281,7449364,282510,419520,153132,Patreon,299795
USRG1DXT5,Jane Martinez,YouTube,2021,New Jersey,East,CNTKLGY3G,4908792,2413071,63327,468982,135623,Patreon,168666
USR3LSN62,Jane Davis,Twitter/X,2024,Vermont,West,CNT514763,2624823,5681651,1070887,3427,108518,Patreon,192040
USRA95AIR,Sarah Smith,Snapchat,2020,Rhode Island,Central,CNT8ED1BT,1617805,3157258,1937330,327586,195167,Patreon,458490
USRXNV37P,Alex Davis,Facebook,2023,California,West,CNT9FU6A4,3335538,6400265,504167,268363,128720,Sponsorship,275868
USR4Z22PG,Alex Brown,Twitter/X,2021,Massachusetts,East,CNTKFK9Z1,4811192,8262752,452159,337484,63574,Sponsorship,158120
USRTZGLB1,Jane Wilson,Twitter/X,2023,Rhode Island,South,CNTIE8EV6,4498853,4743485,1670544,285613,21585,Sponsorship,1139
USR6E036Q,Chris Miller,Twitter/X,2020,Montana,South,CNT2IJKCE,1257299,9246078,371487,347568,166246,Collaboration,52027
USR3CE3YG,Chris Jones,YouTube,2020,Colorado,East,CNT6MN1IL,3628904,1837750,1750186,363850,12919,Consultancy,370841
USRRWU13Z,John Wilson,YouTube,2020,Maryland,West,CNTPHMHJ9,2084798,6657220,822331,322286,11219,Sponsorship,374655
USRH63ZPB,Sarah Garcia,Facebook,2023,Minnesota,South,CNTMNGA67,4171819,675205,1206403,85045,111023,Sponsorship,57775
USRDX84GS,Emily Johnson,Twitter/X,2024,Delaware,East,CNTT48MTH,4566443,3919188,667921,304013,53443,Sponsorship,447082
USRXFTXUM,Chris Brown,Twitter/X,2024,New Mexico,East,CNT7K085I,233048,6230537,1293813,279798,52294,Patreon,332919
USRPCL8YP,Sarah Jones,Twitter/X,2023,South Dakota,South,CNTU5DTQY,3367899,6179428,1829421,18959,154531,Patreon,282553
USRZK7ECQ,Michael Brown,YouTube,2024,South Dakota,North,CNTPAMWFB,4419021,3542567,1504368,303528,117185,Patreon,417095
USRB4CC4N,Emily Jones,Twitter/X,2022,California,West,CNTIR8ZGK,1556238,2508894,1700750,90835,78479,Consultancy,309861
USR1U24XP,John Miller,Facebook,2024,Pennsylvania,West,CNTX0QXMC,335415,7374330,707740,338472,129649,Guest Appearance,319491
USRU5GRID,Michael Williams,Twitter/X,2022,South Dakota,South,CNT5Z7IQV,3403109,9131642,469922,184478,171169,Sponsorship,14180
USRFD8LCJ,Laura Davis,Twitter/X,2023,Georgia,North,CNT8KXTAY,401916,559620,690264,367090,174579,Sponsorship,284016
USRTVNBJV,Chris Garcia,Instagram,2020,New Hampshire,Central,CNTMBZAQM,3566421,8928234,1654123,51292,107662,Consultancy,116783
USR3UEPDL,John Brown,Facebook,2024,New Jersey,Central,CNT2VUJAA,2730826,1220057,1412641,134276,83433,Collaboration,353982
USR1GVYPG,Sarah Williams,Facebook,2023,Mississippi,Central,CNTWU75UM,3468278,1329678,525079,436671,141944,Patreon,492997
USRTI1YB3,Jane Martinez,Instagram,2023,Alabama,North,CNT2QPA6J,3947681,1547164,1309652,209340,61723,Collaboration,475596
USRCCBC0T,Sarah Jones,Twitter/X,2021,Maryland,East,CNTMUI8LG,1725580,1136878,1684227,103407,20645,Sponsorship,472597
USRYCNF4F,Alex Jones,Twitter/X,2021,Wyoming,East,CNTRNZ5Z9,4961943,869136,1319889,56268,53691,Patreon,392662
USRHRC3LL,John Garcia,Instagram,2023,Idaho,West,CNTP5WW0O,2546145,4461535,58274,352764,28715,Patreon,90348
USROE2ZK1,Chris Williams,Snapchat,2023,California,West,CNT0ML0W1,4542818,4881294,65450,39134,177012,Consultancy,254410
USRDVY69A,Emily Smith,Facebook,2020,New York,South,CNTKOYDQD,1520282,9371409,320834,30612,120547,Collaboration,75216
USRR9S26Q,Emma Jones,Twitter/X,2022,Wisconsin,Central,CNTC6VX0J,1340486,7972234,1278442,52226,57099,Consultancy,128711
USRVYBVE5,Laura Brown,Facebook,2024,New York,West,CNTAWXL40,1301755,6194399,1364968,298629,87809,Sponsorship,99064
USRNL78SQ,Laura Brown,YouTube,2023,Utah,North,CNT5ZG42I,783777,5541175,525247,394214,193209,Patreon,40777
USRY0HLU3,John Johnson,Facebook,2023,Georgia,North,CNTXMNV4P,761071,2708253,458176,44415,150867,Patreon,461631
USR7C8KCK,Chris Jones,Snapchat,2024,Louisiana,Central,CNTY86NPM,1374801,7270211,1267166,294778,44401,Guest Appearance,437420
USRPY1VSB,Sarah Brown,Snapchat,2024,South Dakota,East,CNTUHMAHB,4562190,2592892,725476,7727,56709,Sponsorship,219823
USR8ISXUG,Jane Smith,Facebook,2022,Massachusetts,Central,CNT46JQ4I,319380,858976,733039,219314,139989,Guest Appearance,328545
USRKO3ZTF,Jane Jones,Twitter/X,2020,Utah,South,CNT6A9A4D,400042,9395146,1809591,313973,140738,Patreon,248175
USRALFX00,John Jones,Twitter/X,2024,Alabama,Central,CNTFLAA8J,3780971,4483816,80203,28149,106685,Collaboration,115359
USRA2SMNV,Laura Johnson,Instagram,2020,Hawaii,West,CNTHZLJNB,2415037,9401545,950517,488404,84015,Consultancy,347458
USRMY1QL1,Emily Williams,YouTube,2024,Minnesota,East,CNTHXYZ7V,316622,904116,1523269,324573,120860,Guest Appearance,463213
USR8M698S,Emma Johnson,Instagram,2021,Arizona,East,CNTSI7HQQ,409509,9811831,407872,260636,178390,Patreon,259773
USRDOG73F,Sarah Martinez,YouTube,2022,Vermont,East,CNTVH8SD4,132854,451558,874374,64493,138688,Sponsorship,443531
USRQY5N94,Alex Garcia,Twitter/X,2021,Kentucky,West,CNT526DR9,731829,574334,1140078,425252,161206,Consultancy,46803
USRU8KG12,Sarah Miller,Instagram,2024,Louisiana,West,CNTCXU723,279954,8788955,630765,491862,64038,Sponsorship,83155
USR0ERYOZ,Jane Davis,Twitter/X,2024,New York,Central,CNTSH3AMP,1654234,6536539,1411470,425888,77234,Patreon,377374
USRFOGSI7,Sarah Davis,Twitter/X,2022,Missouri,Central,CNT2J0J5S,3337998,1076170,720907,240749,170933,Patreon,202032
USR6RG2B6,David Wilson,Snapchat,2021,Utah,South,CNT8HBBFU,823449,972692,1420447,108440,77528,Sponsorship,12733
USRIJQMQD,Emma Miller,YouTube,2020,Rhode Island,North,CNTDPID0B,3422052,7539577,164234,361822,23065,Sponsorship,431169
USRGVI89E,David Smith,YouTube,2020,Kentucky,North,CNTLBQJHI,2458186,2192205,360513,247995,185717,Consultancy,218265
USR2R31OF,David Miller,Facebook,2020,Ohio,Central,CNTSQM7T9,2508506,2845097,1228739,17710,25248,Patreon,404239
USRSWQH45,Emma Brown,Facebook,2022,Minnesota,East,CNTFLZJ59,4695926,6785087,424505,21124,129154,Guest Appearance,450735
USR8KA3ZZ,Jane Martinez,Twitter/X,2020,Indiana,North,CNTGVC2RP,4130805,1053438,650021,404999,176561,Collaboration,491245
USR8REFIJ,Emma Garcia,YouTube,2024,Iowa,East,CNTQGSBO1,3552282,2401950,397657,464581,90428,Guest Appearance,207875
USRNDRMJ4,John Martinez,Twitter/X,2020,Georgia,East,CNTT8CI4Q,204271,1706876,950266,397729,89917,Patreon,49497
USRNPW63G,Emily Davis,Twitter/X,2023,Oklahoma,West,CNTNRA97G,4525811,972130,1762174,330584,104371,Collaboration,366237
USRN2M2MG,Alex Davis,Twitter/X,2023,Vermont,Central,CNTLUB51O,2271865,9851859,223026,212932,128137,Collaboration,461588
USRJ51DWP,Laura Johnson,Facebook,2020,Delaware,East,CNTMUDIFO,1818397,3253534,1153181,20687,103571,Sponsorship,5774
USRYWAYDQ,Emily Wilson,Instagram,2022,Nevada,East,CNTVJD4PR,2370782,8312457,154939,337647,135609,Guest Appearance,204328
USRLTJ9JA,Jane Smith,YouTube,2021,North Carolina,South,CNTCA3ECK,3372832,1441042,1187249,459319,191285,Sponsorship,154746
USR1RPZ61,Alex Brown,Facebook,2021,Arizona,Central,CNTBIE2HY,1091150,5367876,49525,2120,133998,Patreon,320948
USRRY3UFA,Emily Miller,Twitter/X,2024,Vermont,East,CNTSYMN7Q,3833976,8284588,62349,407039,41244,Sponsorship,220589
USRBFWL10,Jane Jones,Twitter/X,2023,Alaska,West,CNTHK2ZHE,373472,1452364,821386,405944,116215,Consultancy,428227
USR65QANX,Sarah Jones,Twitter/X,2023,Oregon,Central,CNT66HJAR,2030527,8662713,588400,340642,172859,Guest Appearance,69402
USRYSI1JY,Laura Wilson,Twitter/X,2022,Wisconsin,Central,CNTQVM5E1,2787374,3819975,52512,353660,188318,Guest Appearance,333385
USRW2R4GM,Jane Davis,YouTube,2024,Nebraska,West,CNTQDNLT2,210491,5470900,1654024,66138,194776,Collaboration,137466
USRODK4UW,David Davis,Snapchat,2021,Montana,Central,CNT1DJSJ2,3336087,6881446,880735,347658,46586,Collaboration,242339
USRMDPBQE,John Garcia,Snapchat,2024,Indiana,South,CNTE3INR2,1139471,7956789,1637722,394551,195703,Sponsorship,313584
USR19ZXW7,John Williams,Facebook,2024,Alaska,Central,CNTA5QP88,3862760,2102113,1837493,273007,75589,Sponsorship,71815
USR1F6XQG,David Garcia,Facebook,2021,Minnesota,North,CNTUNRHNF,3301444,4706675,1412922,181761,29061,Guest Appearance,23751
USRU1ZBFI,Emma Brown,Snapchat,2024,Massachusetts,South,CNTNG6JZ2,1065092,162618,466234,276211,87210,Guest Appearance,367379
USRHET1KY,David Davis,YouTube,2024,Washington,South,CNTQEPYMX,1997764,5967253,1620772,388171,198358,Patreon,93277
USRST7W7J,David Williams,Snapchat,2024,South Carolina,South,CNTG2ANS2,3459020,156007,1861054,113831,59582,Sponsorship,484347
USR1R5E2S,Chris Brown,Instagram,2023,Utah,South,CNT6NY5SP,397080,2935776,96642,318978,183692,Patreon,386235
USRINCZRU,Chris Johnson,Twitter/X,2021,North Dakota,West,CNTKARMN7,2074660,1355532,1627494,409117,83469,Patreon,129349
USR3AAHSJ,John Miller,Twitter/X,2024,Missouri,West,CNTNN4AEY,1503962,9878578,807153,303427,161788,Guest Appearance,143693
USRSKNF1R,Emma Brown,Twitter/X,2021,New Hampshire,North,CNTCYVQMU,594610,8469839,981515,487774,129076,Guest Appearance,27553
USRCRPR1P,Jane Wilson,Twitter/X,2021,New Jersey,South,CNT5AVMRT,4858010,9169598,1031660,96158,24242,Patreon,114522
USRPYNIQN,Alex Davis,Snapchat,2020,Utah,South,CNTJUF9SH,1890510,4193315,754701,263555,68196,Consultancy,35916
USRZDWTZL,Jane Jones,Snapchat,2020,Colorado,North,CNT6ABH4O,486955,9164081,655715,402279,90670,Sponsorship,320691
USRYGKSYM,David Smith,YouTube,2022,Montana,South,CNTMWP4VZ,2978230,3990441,1291937,340950,174927,Consultancy,132556
USROTXV21,Emma Jones,Instagram,2023,Iowa,North,CNTQN9K3B,1775902,7480848,524949,220375,163818,Patreon,851
USR9CRO0I,Laura Garcia,Instagram,2021,Nevada,North,CNT29U7EP,4277728,9160224,1298100,436795,185445,Patreon,243954
USRWKD0KF,Laura Martinez,Instagram,2021,Maryland,East,CNTTK3LD7,4712742,5094931,1445493,215326,106705,Patreon,77970
USRCKDTWU,Jane Brown,Twitter/X,2020,North Carolina,East,CNTXTMO5X,1060184,6185347,1045718,382533,125999,Patreon,88565
USRHMF9DS,Chris Jones,Instagram,2021,North Carolina,North,CNTXDJ9SO,3043678,8767948,1736571,156559,65743,Consultancy,317288
USRA9G397,Sarah Brown,YouTube,2023,Arkansas,North,CNTP6VW80,328888,9589564,740070,159542,174517,Patreon,422190
USR44G68M,Laura Brown,Twitter/X,2023,Oklahoma,North,CNT4SSQJ9,892533,6631537,1961675,360773,55792,Guest Appearance,81696
USRRHSYL3,John Garcia,Facebook,2022,Pennsylvania,North,CNT6M7INJ,3555877,9011206,203878,115545,198996,Guest Appearance,279551
USR1X8OPA,John Davis,YouTube,2024,Georgia,West,CNTMMBLG8,3201322,7949629,1957509,375724,189611,Consultancy,283422
USRUR65RN,Jane Miller,YouTube,2020,Nebraska,West,CNT1B25YJ,2420261,3906094,1527226,88144,123054,Guest Appearance,349469
USRW7S8VM,Sarah Martinez,Twitter/X,2020,Pennsylvania,North,CNTPYUJGA,18536,7627096,1037649,303511,4228,Guest Appearance,103630
USRVOH096,Emma Garcia,Twitter/X,2022,Minnesota,South,CNTEEMUA6,631151,4537237,92902,368873,19896,Guest Appearance,92179
USRJSARMA,Michael Wilson,Snapchat,2024,Vermont,Central,CNTVSVI78,2081749,7118714,63452,452372,31377,Sponsorship,90838
USRFUA59B,Michael Wilson,Snapchat,2020,Illinois,South,CNT9MK5U8,1808493,521545,1349221,398661,167235,Consultancy,256370
USRO6HCGQ,Emma Johnson,Twitter/X,2022,South Carolina,Central,CNTMTP68C,700845,9842191,425730,420478,61015,Sponsorship,473553
USRYGHZDX,Michael Williams,YouTube,2020,Alabama,South,CNTDF9O1M,81870,7904856,220028,436290,125925,Consultancy,381149
USRE0T0EW,John Brown,Instagram,2022,Kansas,Central,CNT5TC7OS,890611,4481838,1374847,163289,54069,Collaboration,90825
USRC0D090,Michael Wilson,YouTube,2024,North Dakota,North,CNTXN4YIM,2941106,3661563,691209,345459,13981,Patreon,387702
USRTH9NPE,Emily Jones,Twitter/X,2021,Virginia,West,CNT9RIQY4,3811129,5577161,126266,66024,180105,Sponsorship,324067
USRHPFO6L,Emma Miller,YouTube,2020,Colorado,Central,CNT7FFHWN,2257757,7777452,532191,160790,85798,Consultancy,53528
USR8RCKTR,Sarah Jones,Twitter/X,2022,New Hampshire,West,CNTT4KE30,925315,2749160,372777,80329,65831,Collaboration,105156
USRH6V0OY,Jane Miller,Instagram,2022,Virginia,Central,CNTAWE1O9,478874,3365098,853396,352730,41912,Collaboration,379991
USR1SVRRL,David Smith,Snapchat,2020,Oregon,Central,CNT29DXYX,2913293,7477051,1472665,470604,100720,Guest Appearance,406421
USRM7CH2T,David Davis,Twitter/X,2022,Indiana,Central,CNT9OIWT0,488092,3142885,1108035,404674,154123,Collaboration,216416
USRGOYUYV,Laura Williams,Facebook,2022,Indiana,West,CNTBQOSVJ,918921,9641736,1956794,303799,44428,Consultancy,222945
USRANV0I9,Michael Jones,Snapchat,2023,Delaware,West,CNTSG8LNW,1881152,3779783,751823,418664,189690,Collaboration,482500
USRT5SXSU,Michael Wilson,Instagram,2024,Arkansas,South,CNTX5B19D,2432799,120401,1148807,457065,165254,Guest Appearance,223267
USRPQ8UQS,Sarah Jones,Instagram,2023,Nevada,East,CNTR694N0,4287065,6055695,279542,60480,53562,Guest Appearance,105357
USR0KZ6O2,Emma Smith,YouTube,2022,Colorado,North,CNTUK34L8,3517309,6442396,753204,193861,65294,Guest Appearance,100155
USRVRVNWE,Emily Williams,Twitter/X,2023,West Virginia,North,CNTW0L0YE,3377511,4383589,527035,269893,178741,Collaboration,332109
USRDV81HT,Emily Miller,Snapchat,2021,Montana,East,CNTUYX2HW,109970,4030223,1766331,66351,115681,Collaboration,49465
USRJXY77L,Sarah Martinez,Snapchat,2021,Iowa,Central,CNTCFJVSI,3188094,9827096,901278,454918,4991,Guest Appearance,449228
USRTEUV38,David Garcia,YouTube,2023,Iowa,Central,CNTI1IH12,115931,2577145,116905,444359,187209,Patreon,471268
USR5T6K81,Sarah Johnson,YouTube,2023,Georgia,North,CNTE8K8LZ,695473,5272673,544183,199058,119087,Consultancy,57759
USRUIHS8Q,David Jones,Twitter/X,2021,Indiana,West,CNTQ1WI2U,1035936,7763025,1196624,102755,14920,Sponsorship,169976
USRUSW4DZ,Emily Martinez,Facebook,2023,Alaska,North,CNTUOUWO7,1910718,6270368,1300466,140681,129596,Consultancy,253090
USRIEE62K,Sarah Smith,Snapchat,2020,Wisconsin,East,CNTA9WJO7,2410857,7700940,1555089,402566,91341,Sponsorship,115974
USRAHIWPK,Chris Brown,Twitter/X,2021,North Dakota,East,CNT5NG4I9,60244,7250806,1346320,211797,163273,Collaboration,290909
USR40SV09,Michael Davis,YouTube,2024,Alabama,Central,CNT5W497A,4848239,1968608,1955161,477847,42202,Consultancy,119186
